2017-03-16T14:19:12.979432 Beam Pointing
time	x0	y0
72.674	177.36	650.32
72.881	177.23	650.30
73.087	176.86	650.18
73.317	177.01	649.84
73.523	177.20	649.74
73.730	177.19	650.38
73.941	177.38	649.77
74.150	176.94	650.76
74.361	176.54	650.70
74.574	176.42	650.14
74.779	176.66	649.55
74.990	176.41	649.72
75.195	176.31	650.30
75.411	176.77	650.56
75.625	176.84	650.53
75.837	176.83	649.82
76.050	176.80	650.83
76.266	201.17	648.98
76.480	342.94	650.91
76.694	410.16	652.37
76.908	435.55	652.19
77.117	444.49	649.55
77.329	499.46	650.52
77.544	611.92	652.13
77.759	631.87	652.24
77.973	638.38	650.96
78.194	749.14	651.41
78.407	785.72	653.36
78.624	786.14	651.15
78.839	839.08	652.15
79.054	883.55	652.29
79.271	921.34	653.59
79.490	934.75	651.60
79.716	988.06	652.26
79.935	1029.46	654.12
80.155	1034.88	653.63
80.369	1096.66	653.48
80.588	1106.81	654.46
80.804	1106.93	654.76
81.020	1122.87	652.02
81.240	1157.35	652.02
81.459	1176.53	653.12
81.673	1176.83	653.94
81.897	1176.63	653.95
82.119	1176.24	654.46
82.336	1176.34	654.67
82.550	1169.55	653.94
82.770	1155.18	654.31
82.982	1155.32	654.42
83.201	1155.14	654.16
83.416	1155.11	654.06
83.634	1155.02	654.18
83.850	1154.90	654.00
84.075	1154.64	653.98
84.299	1154.90	653.67
84.537	1154.93	653.74
84.758	1154.76	653.96
84.979	1154.90	654.27
85.197	1155.12	654.14
85.423	1155.17	653.75
85.648	1155.27	653.98
85.873	1155.27	653.93
86.095	1155.15	654.01
86.319	1155.16	654.02
86.540	1154.99	653.92
86.763	1154.95	654.06
86.982	1155.19	653.93
87.208	1154.97	654.14
87.433	1155.01	654.07
87.657	1154.70	654.70
87.882	1155.02	654.55
88.109	1155.34	654.16
88.335	1155.26	654.03
88.559	1155.45	653.96
88.785	1155.59	653.92
89.012	1155.20	654.17
89.240	1154.72	654.90
89.464	1155.08	656.89
89.690	1154.69	655.65
89.919	1154.13	654.48
90.146	1155.00	638.50
90.370	1154.92	560.56
90.602	1154.43	507.95
90.844	1154.84	422.09
91.070	1154.95	419.73
91.297	1154.91	328.89
91.524	1155.00	254.44
91.754	1155.73	196.93
91.985	1155.14	182.36
92.213	1155.77	150.54
92.440	1155.57	150.72
92.672	1155.53	150.57
92.903	1155.57	150.54
93.129	1155.77	150.88
93.358	1156.02	151.09
93.589	1155.28	158.63
93.819	1155.14	158.91
94.050	1155.71	158.83
94.278	1155.51	159.05
94.511	1155.68	158.58
94.742	1155.71	158.77
94.973	1155.97	158.79
95.202	1155.60	158.67
95.433	1155.52	158.40
95.668	1155.73	158.89
95.899	1155.67	159.43
96.132	1155.72	159.11
96.366	1155.83	159.73
96.597	1155.45	159.41
96.827	1155.73	158.62
97.067	1155.20	151.24
97.301	1156.01	134.87
97.535	1155.76	134.29
97.765	1155.69	134.26
98.002	1155.45	134.13
98.238	1155.57	133.91
98.472	1155.55	133.69
98.705	1155.28	133.85
98.950	1155.28	134.23
99.183	1155.88	134.21
99.415	1155.62	134.38
99.651	1155.50	134.26
99.885	1155.84	134.18
100.119	1155.64	133.98
100.355	1155.50	133.87
100.594	1155.41	133.83
100.832	1155.70	133.78
101.072	1155.74	133.51
101.305	1155.60	133.76
101.541	1156.39	133.92
101.782	1155.77	133.92
102.019	1155.73	134.07
102.259	1155.81	134.03
102.496	1155.71	134.03
102.735	1155.46	134.12
102.969	1155.44	133.89
103.302	1156.00	133.95
103.534	1155.73	134.17
103.771	1155.50	133.82
104.007	1155.69	133.66
104.247	1155.84	133.83
104.490	1155.84	134.10
104.729	1155.95	134.12
104.970	1156.13	134.22
105.205	1155.98	134.56
105.442	1155.86	134.20
105.680	1155.98	134.60
105.922	1155.68	134.44
106.171	1156.05	134.23
106.414	1156.14	133.47
106.655	1155.71	133.04
106.906	1156.29	132.62
107.173	1156.17	133.00
107.415	1156.28	132.67
107.659	1155.99	132.87
107.908	1155.79	133.02
108.154	1155.64	132.67
108.401	1155.77	133.36
108.647	1155.76	133.09
108.895	1155.61	133.43
109.143	1155.82	133.55
109.391	1156.04	133.62
109.638	1155.86	133.18
109.885	1155.95	133.04
110.131	1155.90	133.21
110.378	1155.51	133.37
110.628	1156.10	133.05
110.879	1155.88	132.99
111.127	1156.06	132.99
111.378	1156.03	132.95
111.628	1156.20	133.64
111.876	1155.83	134.19
112.123	1155.87	134.21
112.368	1156.09	134.27
112.612	1156.09	134.15
112.862	1156.04	133.85
113.114	1155.99	134.23
113.369	1156.26	134.76
113.628	1156.18	133.85
113.883	1156.03	134.66
114.139	1155.83	133.87
114.395	1155.63	134.34
114.651	1155.77	134.31
114.908	1155.78	134.41
115.162	1155.82	134.67
115.417	1156.19	134.42
115.669	1155.80	134.47
115.925	1156.49	134.18
116.178	1156.19	134.15
116.433	1155.80	134.16
116.684	1155.89	134.23
116.933	1156.01	134.24
117.181	1156.19	134.37
117.434	1156.29	133.83
117.685	1155.54	134.06
117.938	1155.45	134.20
118.191	1155.36	133.60
118.446	1155.73	134.30
118.700	1156.00	133.77
118.956	1156.15	134.02
119.207	1155.90	134.05
119.461	1155.92	134.02
119.718	1155.42	134.29
119.976	1155.55	134.15
120.235	1155.73	134.76
120.494	1156.02	134.09
120.754	1155.85	134.49
121.013	1156.43	134.36
121.267	1155.90	133.88
121.526	1155.51	134.25
121.781	1156.00	133.96
122.058	1155.07	134.02
122.339	1155.15	134.53
122.595	1155.42	134.83
122.855	1155.04	148.64
123.118	1155.05	161.66
123.377	1154.82	171.74
123.638	1154.97	186.54
123.899	1154.31	202.71
124.157	1154.74	216.55
124.418	1155.02	237.99
124.679	1154.42	257.57
124.942	1154.12	275.06
125.201	1154.13	290.99
125.463	1154.00	303.16
125.726	1154.75	311.63
125.984	1154.32	317.18
126.241	1154.31	318.60
126.508	1154.33	322.80
126.773	1154.64	328.00
127.034	1154.55	329.98
127.296	1154.59	330.10
127.558	1155.10	330.45
127.818	1155.15	330.75
128.082	1154.81	330.55
128.345	1154.94	330.26
128.611	1155.02	330.23
128.877	1154.46	330.16
129.146	1154.24	330.36
129.416	1154.28	330.24
129.684	1154.28	330.77
129.951	1154.48	331.24
130.215	1154.35	331.07
130.483	1154.30	331.40
130.749	1154.34	335.60
131.015	1154.28	335.60
131.279	1154.75	334.79
131.545	1154.75	334.63
131.809	1154.59	334.05
132.075	1154.45	334.01
132.342	1154.74	339.52
132.611	1154.60	357.61
132.875	1154.45	377.09
133.142	1154.67	403.67
133.410	1154.59	474.00
133.677	1154.43	537.50
133.942	1154.78	606.40
134.205	1154.90	651.01
134.477	1154.73	651.14
134.743	1154.15	675.09
135.015	1153.81	742.72
135.286	1154.24	792.83
135.558	1154.07	820.95
135.826	1153.78	833.11
136.095	1154.38	833.54
136.367	1154.39	833.08
136.679	1153.87	832.88
136.953	1153.36	832.72
137.228	1154.13	835.17
137.503	1154.01	864.73
137.777	1153.02	885.00
138.057	1153.24	914.60
138.335	1152.94	938.39
138.608	1152.71	953.02
138.887	1152.72	974.66
139.166	1152.20	992.17
139.448	1152.01	1007.48
139.731	1152.24	1021.94
140.019	1152.27	1032.87
140.302	1152.10	1042.20
140.584	1151.79	1056.51
140.857	1152.11	1065.59
141.134	1151.87	1067.03
141.411	1152.75	1067.63
141.688	1152.37	1067.17
141.967	1152.50	1066.87
142.246	1152.54	1067.42
142.522	1152.23	1072.12
142.799	1152.62	1075.13
143.080	1152.47	1075.07
143.357	1152.30	1075.36
143.637	1152.45	1079.43
143.920	1152.59	1081.28
144.199	1152.47	1080.92
144.482	1152.53	1081.72
144.757	1152.55	1081.91
145.032	1152.98	1081.65
145.313	1152.52	1082.35
145.592	1152.51	1082.40
145.867	1152.56	1082.96
146.145	1152.53	1083.07
146.416	1152.81	1084.70
146.694	1152.70	1084.58
146.973	1152.59	1085.35
147.250	1152.58	1085.70
147.530	1152.51	1087.77
147.810	1152.47	1089.20
148.098	1152.76	1089.38
148.371	1152.39	1089.25
148.648	1152.54	1089.65
148.926	1152.62	1089.49
149.204	1152.79	1090.00
149.487	1152.68	1089.60
149.770	1152.73	1089.49
150.061	1153.02	1089.58
150.340	1152.42	1101.67
150.625	1152.61	1110.80
150.911	1153.08	1111.70
151.196	1153.28	1112.42
151.477	1152.81	1111.71
151.755	1152.62	1111.44
152.036	1152.87	1112.13
152.319	1152.58	1111.55
152.602	1152.47	1111.60
152.884	1152.42	1112.30
153.163	1152.74	1116.27
153.471	1153.00	1120.48
153.754	1152.66	1122.79
154.037	1153.19	1124.95
154.323	1153.30	1125.34
154.603	1152.96	1125.06
154.884	1152.98	1125.11
155.167	1153.34	1125.39
155.451	1152.95	1125.27
155.736	1153.22	1125.21
156.020	1152.89	1125.34
156.305	1153.54	1125.00
156.598	1152.89	1124.92
156.890	1152.83	1126.27
157.180	1152.85	1127.30
157.465	1152.38	1128.04
157.754	1152.65	1129.31
158.040	1152.46	1128.60
158.328	1152.89	1128.39
158.615	1152.50	1128.09
158.899	1152.40	1128.42
159.187	1152.36	1128.10
159.475	1152.36	1128.21
159.778	1152.39	1128.54
160.066	1152.50	1127.86
160.354	1152.47	1128.04
160.643	1152.53	1127.84
160.935	1152.90	1127.56
161.223	1152.85	1128.22
161.510	1152.69	1127.68
161.796	1152.77	1127.53
162.084	1152.79	1127.84
162.377	1152.80	1127.54
162.666	1153.06	1128.10
162.960	1153.07	1127.77
163.251	1152.91	1127.69
163.545	1152.58	1127.90
163.836	1152.87	1128.01
164.131	1152.84	1127.64
164.423	1152.66	1127.95
164.716	1153.24	1128.00
165.005	1152.63	1127.87
165.298	1152.89	1128.16
165.588	1153.18	1128.17
165.880	1152.93	1128.26
166.167	1152.74	1127.98
166.460	1152.38	1127.80
166.760	1153.46	1127.65
167.060	1153.05	1127.48
167.352	1153.61	1127.52
167.649	1152.84	1127.48
167.962	1152.75	1127.73
168.255	1153.18	1127.41
168.548	1152.82	1128.38
168.847	1153.01	1127.75
169.141	1152.77	1127.60
169.434	1152.69	1127.81
169.731	1152.51	1128.06
170.031	1152.50	1127.76
170.327	1152.50	1127.68
170.623	1152.53	1127.61
170.921	1152.93	1127.89
171.218	1152.87	1127.89
171.518	1152.76	1127.77
171.812	1152.57	1127.88
172.117	1152.75	1128.41
172.417	1152.68	1128.04
172.718	1152.98	1127.40
173.020	1152.64	1127.97
173.320	1152.33	1127.89
173.615	1152.40	1128.09
173.912	1152.56	1127.85
174.208	1152.67	1127.77
174.518	1152.55	1127.47
174.815	1152.81	1127.69
175.119	1153.08	1127.36
175.417	1152.77	1127.37
175.721	1153.02	1127.70
176.022	1152.63	1127.40
176.319	1152.24	1127.65
176.622	1151.88	1127.70
176.925	1152.47	1127.88
177.230	1152.54	1127.93
177.534	1152.11	1127.54
177.842	1152.48	1128.19
178.138	1152.36	1127.98
178.442	1152.26	1128.41
178.749	1152.74	1127.81
179.045	1152.78	1127.74
179.352	1152.66	1128.02
179.658	1152.42	1128.06
180.075	1152.29	1127.92
180.381	1152.27	1127.88
180.686	1152.04	1127.27
180.989	1152.47	1127.27
181.307	1152.99	1127.46
181.658	1152.65	1127.88
181.977	1153.12	1127.45
182.282	1152.65	1127.71
182.600	1152.52	1127.80
182.927	1152.73	1128.12
183.237	1152.57	1127.90
183.551	1152.76	1127.75
183.857	1152.64	1127.90
184.169	1152.33	1127.65
184.474	1152.52	1127.91
